sample,feature,original_abundance,counterfactual_abundance,healthy_median_abundance,abs_dist_original_to_healthy,abs_dist_cf_to_healthy,moved_closer_to_healthy
sample_0,Bacteroides coprocola [1107],0.5443030696134346,-0.7736088,-1.6623135633230237,2.2066166329364583,0.8887047633230237,True
sample_0,Bacteroides salanitronis [1108],-0.6128303296202221,0.81815267,-0.6128303296202221,0.0,1.4309829996202221,False
sample_0,Prevotella tannerae [1112],-0.18420044158972398,-0.18420044,-0.18420044158972398,0.0,1.58972399133539e-09,False
sample_0,Odoribacter splanchnicus [1115],-0.1883691576878942,1.6244632,0.9161860776902897,1.104555235378184,0.7082771223097104,True
sample_0,Dialister invisus [1259],-3.067906279595157,-3.0679064,-1.3738306866567087,1.6940755929384483,1.6940757133432913,False
sample_0,Veillonella atypica [1260],-0.3659560604704585,-0.1668964,0.10311513876754598,0.46907119923800444,0.27001153876754597,True
sample_0,Veillonella parvula [1261],2.805002872083244,-1.70645,-0.21513183090493826,3.020134702988182,1.4913181690950617,True
sample_0,Veillonella dispar [1262],-2.269252105598938,-0.366317,-0.3534965674636454,1.9157555381352924,0.01282043253635462,True
sample_0,unnamed Veillonella sp. oral taxon 158 [1263],-2.368123951081499,-2.368124,-0.4263117276249555,1.9418122234565436,1.9418122723750444,False
sample_0,Megasphaera elsdenii [1267],-1.2069019282615234,-1.2069019,-1.2069019282615234,0.0,2.826152334378662e-08,False
sample_0,Megasphaera micronuciformis [1268],-0.6434961748324323,1.08051682,-0.6434961748324323,0.0,1.724012994832432,False
sample_0,Clostridium ramosum [1269],-0.5016684249922496,0.393479,0.3375096511282668,0.8391780761205164,0.055969348871733215,True
sample_0,Clostridium spiroforme [1270],-2.134755366085342,-0.2204873,-2.134755366085342,0.0,1.9142680660853422,False
sample_0,unnamed Coprobacillus sp. 29_1 [1271],-1.9225285215030046,-1.9225285,-1.6415974805962779,0.2809310409067267,0.2809310194037222,True
sample_0,Bulleidia extructa [1272],-0.9572974658097616,-0.95729744,-0.9572974658097616,0.0,2.580976155019954e-08,False
sample_0,Solobacterium moorei [1273],-2.2046987569982766,-2.2046988,0.0460596645274357,2.2507584215257124,2.250758464527436,False
sample_0,Eubacterium biforme [1275],-2.64456853141264,6.9702864,-0.16541523336746705,2.479153298045173,7.135701633367467,False
sample_0,Eubacterium cylindroides [1276],1.7512657364452129,-2.4741955,-2.4741954172353826,4.2254611536805955,8.276461738176977e-08,True
sample_0,unnamed Erysipelotrichaceae bacterium 3_1_53 [1277],-0.5796130918730397,-0.5796131,-0.5796130918730397,0.0,8.12696032692628e-09,False
sample_0,unnamed Clostridium sp. HGF2 [1278],-0.6964993053182305,-0.3217152,-0.1682472537518088,0.5282520515664216,0.15346794624819118,True
sample_0,unnamed Erysipelotrichaceae bacterium 5_2_54FAA [1279],-0.7159866413472363,-0.71598667,-0.7159866413472363,0.0,2.8652763717218477e-08,False
sample_0,Eubacterium dolichum [1280],2.6765374600294547,-0.7816566,-0.7816566518279235,3.4581941118573782,5.1827923508440676e-08,True
sample_0,Holdemania filiformis [1281],2.8839880609602644,0.7228166,0.4556872081084995,2.428300852851765,0.26712939189150053,True
sample_0,Turicibacter sanguinis [1297],-1.8351799229867578,-1.8351799,-1.8351799229867578,0.0,2.2986757830523175e-08,False
sample_0,Gemella haemolysans [1299],-0.7811401260399244,-0.78114015,-0.7811401260399244,0.0,2.3960075590245822e-08,False
sample_0,Gemella haemolysans [1300],0.9983566101897631,-0.83031285,-0.8303128306693269,1.82866944085909,1.9330673062256665e-08,True
sample_0,Gemella sanguinis [1301],-0.9525783515686621,-1.7182676,-1.115363234026466,0.16278488245780398,0.6029043659735338,False
sample_0,Gemella morbillorum [1302],-1.7464348066660453,1.270252,-0.07215657188126093,1.6742782347847844,1.3424085718812608,True
sample_0,Staphylococcus aureus [1305],-0.31708021964008337,-0.31708023,-0.31708021964008337,0.0,1.0359916646773826e-08,False
sample_0,Granulicatella elegans [1357],-0.5933263085528099,-0.59332633,-0.5933263085528099,0.0,2.1447190134971095e-08,False
sample_0,Granulicatella adiacens [1358],-2.3948064378127545,-2.3948064,0.12641854629898597,2.5212249841117407,2.521224946298986,True
sample_0,Enterococcus casseliflavus [1361],-0.3336723575726849,-0.33367234,-0.3336723575726849,0.0,1.7572684862798837e-08,False
sample_0,Enterococcus gallinarum [1362],-0.2745583077158558,-0.2745583,-0.2745583077158558,0.0,7.715855843137831e-09,False
