Species	SRR26276156	SRR26276159	SRR26276160	SRR26276161	SRR26276163	SRR26276165	SRR26276171	SRR26276180	SRR26276188	SRR26276189	SRR26276190	SRR26276191	SRR26276192	SRR26276193	SRR26276195	SRR26276196	SRR26276198	SRR26276199	SRR26276200	SRR26276201	SRR26276202	SRR26276203	SRR26276204	SRR26276206	SRR26276207	SRR26276208	SRR26276209	SRR26276210	SRR26276211	SRR26276212	SRR26276213	SRR26276214	SRR26276215	SRR26276218	SRR26276219	SRR26276220	SRR26276221	SRR26276222	SRR26276223	SRR26276224	SRR26276225	SRR26276226	SRR26276227	SRR26276229	SRR26276230	SRR26276231	SRR26276232	SRR26276233	SRR26276234	SRR26276235	SRR26276236	SRR26276237	SRR26276238	SRR26276240	SRR26276241	SRR26276242	SRR26276244	SRR26276271	SRR26276277	SRR26276282	SRR26276285	SRR26276286	SRR26276293	SRR26276295	SRR26276296	SRR26276297	SRR26276298	SRR26276299	SRR26276300	SRR26276302	SRR26276305	SRR26276309	SRR26276310	SRR26276317	SRR26276319	SRR26276331	SRR26276334	SRR26276343	SRR26276344	SRR26276348	SRR26276352	SRR26276355	SRR26276357	SRR26276358	SRR26276365	SRR26276366	SRR26276367	SRR26276368	SRR26276369	SRR26276371	SRR26276372	SRR26276373	SRR26276374	SRR26276375	SRR26276376	SRR26276377	SRR26276378	SRR26276379	SRR26276380	SRR26276382	SRR26276383	SRR26276384	SRR26276385	SRR26276386	SRR26276387	SRR26276388	SRR26276389	SRR26276390	SRR26276391	SRR26276393	SRR26276394	SRR26276395	SRR26276396	SRR26276397	SRR26276398	SRR26276399	SRR26276400	SRR26276401	SRR26276402	SRR26276404	SRR26276405	SRR26276406	SRR26276407	SRR26276408	SRR26276409	SRR26276411	SRR26276412	SRR26276413	SRR26276415	SRR26276416	SRR26276417	SRR26276418	SRR26276419	SRR26276420	SRR26276421	SRR26276422	SRR26276423	SRR26276424	SRR26276426	SRR26276427	SRR26276428	SRR26276429	SRR26276430	SRR26276431	SRR26276432	SRR26276433	SRR26276434	SRR26276435	SRR26276437	SRR26276438	SRR26276440	SRR26276441	SRR26276442	SRR26276443	SRR26276444	SRR26276445	SRR26276446	SRR26276447	SRR26276448	SRR26276449	SRR26276450	SRR26276451	SRR26276453	SRR26276454	SRR26276455	SRR26276456	SRR26276457	SRR26276458	SRR26276459	SRR26276460	SRR26276461	SRR26276462	SRR26276464	SRR26276465	SRR26276466	SRR26276467	SRR26276468	SRR26276469	SRR26276470	SRR26276471	SRR26276472	SRR26276473	SRR26276475	SRR26276476	SRR26276477	SRR26276478	SRR26276479	SRR26276480	SRR26276481	SRR26276482	SRR26276483	SRR26276484	SRR26276565	SRR26276566	SRR26276568	SRR26276569	SRR26276570	SRR26276571	SRR26276572	SRR26276573	SRR26276574	SRR26276575	SRR26276576	SRR26276577	SRR26276578	SRR26276579	SRR26276581	SRR26276582	SRR26276583	SRR26276585	SRR26276586	SRR26276588	SRR26276590	SRR26276591	SRR26276592	SRR26276593	SRR26276594	SRR26276595	SRR26276596	SRR26276597	SRR26276598	SRR26276600	SRR26276601	SRR26276602	SRR26276603	SRR26276604	SRR26276605	SRR26276606	SRR26276607	SRR26276608	SRR26276609	SRR26276616	SRR26276628	SRR26276634	SRR26276635	SRR26276636	SRR26276639	SRR26276640	SRR26276643	SRR26276646	SRR26276647	SRR26276648	SRR26276650	SRR26276651	SRR26276652
Victivallaceae_SGB9199	0	0	0	0	0	0	0	0.01509	0	0	0	0	0.02164	0	0	0	0	0	0.16126	0	0	0.01594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14419	0	0	0	0	0	0	0	0	0	0.07928	0	0	0	0	0	0	0	0.05147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08585	0	0	0	0	0	0	0	0.00871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rikenellaceae_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.90545	0	0	0
Bacillota_SGB14085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillota_SGB6471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gallalistipes_aquisgranensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00136	0	0	0	0	0	0	0	0	0	0	0	0	0.02239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillota_SGB4142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillota_SGB6272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.132	0	0	0	0	0	0	0.10154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Catenibacterium_mitsuokai	0.15208	0	0	0	0	0	0	0	0	0	0	0	0	0.02272	0	0	0	1.00467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.40478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19706	0	0	0.01313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48144	0	0	0	0
Jutongia_huaianensis	0	0	0	0	0	0.23319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05254	0.00531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillota_SGB6517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.28761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.79815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lentihominibacter_SGB71368	0	0	0	0	0.00514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0224	0	0	0	0	0	0	0	0	0.00984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00969	0	0	0	0	0.02051	0	0	0	0	0	0	0	0.01643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00236	0	0	0	0	0	0	0	0	0	0.04307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00685	0	0	0.02501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02179	0	0.00154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00945	0	0	0	0.04522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vescimonas_SGB15086	0	0	0	0	0	0	0.02333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00407	0	0.15738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mediterranea_massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08865	0	0	0	0	0	0	0.65505	0	0	0	0	0	0	0	0	0	0	1.95653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26577	0	0	0	0.01374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.29591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14521	0	0.64679	0	0	0	0.00352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.81452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.19249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Segatella_brunsvicensis	0.27467	0	0.16739	0	0	0	0.41272	0	0	0	0	0	0	0	0	0	0	1.56056	1.0538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49136	0	0	0	0	0	0	0	0	0	0	0	0	10.42934	0	0	0	0	0	0	0	0	0	0	0.00966	5.94387	0	0	0	0	0	7.31803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.62491	0	0	4.16832	0	0	0	0	1.73185	0	9.38153	0	1.28415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29357	0	9.63915	0	0	0	1.65813	0	5.05052	15.26825	0.08653	0	0	0	0.91099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31846	0	0.28907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.27001	0	0	0	0
Bacillota_SGB6509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillota_SGB5684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfovibrionaceae_SGB15447	0.41785	0	0	0	0	0	0	0	0	0	0	0.70996	0	1.25266	0.08592	0	0	0	0	0	0	0.29546	0.41697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.71674	0	0	0	0	0	0.14451	0	0.26498	0.68562	0	0	0	0	0	0	0	0	0	0.36723	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45026	0	0	0.19172	0	0	0	0	0.16396	0	1.05945	0.97263	0	0	0	0	0.47214	0	0	0	0	0	0	0	0	0	0	0	0.57259	0	0	1.12416	0	0.99247	0.15768	0	0	0	2.46253	0.40848	0	0	1.21337	0	0	0	0	0	0	0	0	0	0	0.00852	0	0	0.73607	0	0	0	0.47589	0.793	0	0	0.53049	0	0	0	0	0	0	0	0.17093	0.89968	0	0	1.03783	0	0.47975	0	0	0	0	0	0	0.86895	0	0	1.0593	0	0	0	0	0	0	0	0	0	0	0	0.13799	0	0.09871	0	0	0	0	0	0	0	0	0	0.23039	1.04732	0.45335	0.39426	0	0	0	0	0	0	0	0	0.08172	0	0	1.18056	0	0	0.46827	0	0.48846	0	0	0	0	0	0	0	0.43534	0	0.29213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13839	0	0	0	0	0
Bacillota_SGB13984	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05225	0	0	0	0	0	0	0.00826	0	0	0	0	0	0	0	0	0	0.1059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00861	0	0	0	0	0	0	0	0	0	4.5e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coriobacteriaceae_SGB14351	0.03091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10780000000000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillota_SGB6444	0	0	0	0	0.06855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sutterellaceae_SGB9245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.43586	0	0	0	0	0	0	0	0	0	0	0
Olsenella_timonensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00321	0	0	0.00264	0	0	0	0	0	0	0	0	0.18472	0	0	0	0	0	0	0	0	0	0.01925	0	0	0	0	0	0.00543	0	0	0	0	0	0.0402	0	0	2.1e-4	0	0	0	0.01853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.76136	0	0.01436	0	0	0	0	0	0	0	0	0	0	0.06154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03764	0	0	0	0	0.01988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01548	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senegalimassilia_SGB14826	0	0	0	0	0	0.0686	0.00639	0	0	0	0	0	0	0.00824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01573	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01679	0	0	0	0	0.01132	0	0	0	0	0	0	0	0	0	0	0	0	0.01919	0	0	0	0	0	0.00652	0	0	0	0	0	0	0	0	0	0	0.0045	0	0	0.0042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
